Symbol,HedgeFlag,Long,LongAvail,LongCost,Short,ShortAvail,ShortCost,RedPurAvailable,DayLong,DayShort,YdLongRemain,YdShortRemain,PreQuota,Quota,Trading?PL,Position?PL,Total?PL,Total?Stocks?Value,Total?Future?Value,Delta,Gamma,Vega,Theta,Undl,C/P,Expire,Strike,StrategyGroup,Strategy,SubStrategy,Account
al1711?SHF,SPECULATION,0,0,0,1,1,16410,0,0,1,0,0,0,0,-425,0,-425,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para2_2,al_5min_para2_2-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
al1711?SHF,SPECULATION,0,0,0,1,1,16410,0,0,1,0,0,0,0,-425,0,-425,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para2_2,al_5min_para2_2-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
al1711?SHF,SPECULATION,0,0,0,1,1,16410,0,0,1,0,0,0,0,-425,0,-425,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para2_2,al_5min_para2_2-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
al1711?SHF,SPECULATION,0,0,0,2,2,16400,0,0,2,0,0,0,0,-950,0,-950,0,0,-164950,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para2_2,al_5min_para2_2-AMACD-steady_return-@172.16.10.119:17103,steady_return
al1711?SHF,SPECULATION,0,0,0,1,1,16400,0,0,1,0,0,0,0,-475,0,-475,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para2_2,al_5min_para2_2-AMACD-All_Weather-@172.16.10.125:17103,All_Weather
MA801?ZCE,SPECULATION,0,0,0,1,1,2874,0,0,0,0,1,0,0,0,-50,-50,0,0,-27000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para1_1,ma_5min_para1_1-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
MA801?ZCE,SPECULATION,0,0,0,2,2,2874,0,0,0,0,2,0,0,0,-100,-100,0,0,-54000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para1_1,ma_5min_para1_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
MA801?ZCE,SPECULATION,0,0,0,2,2,2874,0,0,0,0,2,0,0,0,-100,-100,0,0,-54000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para1_1,ma_5min_para1_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
MA801?ZCE,SPECULATION,0,0,0,5,5,57.44,0,0,0,0,5,0,0,0,-250,-250,0,0,-135000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para1_1,ma_5min_para1_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
MA801?ZCE,SPECULATION,0,0,0,1,1,2897,0,0,0,0,1,0,0,0,-50,-50,0,0,-27000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para2_1,ma_5min_para2_1-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
MA801?ZCE,SPECULATION,0,0,0,2,2,2897,0,0,0,0,2,0,0,0,-100,-100,0,0,-54000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para2_1,ma_5min_para2_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
MA801?ZCE,SPECULATION,0,0,0,2,2,2897,0,0,0,0,2,0,0,0,-100,-100,0,0,-54000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para2_1,ma_5min_para2_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
MA801?ZCE,SPECULATION,0,0,0,5,5,57.92,0,0,0,0,5,0,0,0,-250,-250,0,0,-135000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para2_1,ma_5min_para2_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
MA801?ZCE,SPECULATION,0,0,0,1,1,2896,0,0,0,0,1,0,0,0,-50,-50,0,0,-27000,0,0,0,MA801?ZCE,NA,NA,0,AMACD,ma_5min_para2_1,ma_5min_para2_1-AMACD-All_Weather-@172.16.10.125:17103,All_Weather
ni1801?SHF,SPECULATION,1,1,85170,0,0,0,0,4,3,0,0,0,0,-1810,0,-1810,0,0,84980,0,0,0,ni1801?SHF,NA,NA,0,AMACD,ni_5min_para1_1,ni_5min_para1_1-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
ni1801?SHF,SPECULATION,2,2,85170,0,0,0,0,8,6,0,0,0,0,-3620,0,-3620,0,0,169960,0,0,0,ni1801?SHF,NA,NA,0,AMACD,ni_5min_para1_1,ni_5min_para1_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
ni1801?SHF,SPECULATION,2,2,85170,0,0,0,0,8,6,0,0,0,0,-3620,0,-3620,0,0,169960,0,0,0,ni1801?SHF,NA,NA,0,AMACD,ni_5min_para1_1,ni_5min_para1_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
ni1801?SHF,SPECULATION,5,5,85200,0,0,0,0,20,15,0,0,0,0,-9190,0,-9190,0,0,424900,0,0,0,ni1801?SHF,NA,NA,0,AMACD,ni_5min_para1_1,ni_5min_para1_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
ni1801?SHF,SPECULATION,2,2,85190,0,0,0,0,8,6,0,0,0,0,-3700,0,-3700,0,0,169960,0,0,0,ni1801?SHF,NA,NA,0,AMACD,ni_5min_para1_1,ni_5min_para1_1-AMACD-All_Weather-@172.16.10.125:17103,All_Weather
v1801?DCE,SPECULATION,1,1,6865,0,0,0,0,2,0,0,0,0,0,-350,125,-225,0,0,34150,0,0,0,v1801?DCE,NA,NA,0,AMACD,v_5min_para1_1,v_5min_para1_1-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
v1801?DCE,SPECULATION,2,2,6865,0,0,0,0,4,0,0,0,0,0,-700,250,-450,0,0,68300,0,0,0,v1801?DCE,NA,NA,0,AMACD,v_5min_para1_1,v_5min_para1_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
v1801?DCE,SPECULATION,2,2,6865,0,0,0,0,4,0,0,0,0,0,-700,250,-450,0,0,68300,0,0,0,v1801?DCE,NA,NA,0,AMACD,v_5min_para1_1,v_5min_para1_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
v1801?DCE,SPECULATION,12,12,6855,0,0,0,0,0,0,12,0,0,0,0,-1500,-1500,0,0,409800,0,0,0,v1801?DCE,NA,NA,0,AMACD,v_5min_para1_1,v_5min_para1_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
v1801?DCE,SPECULATION,4,4,6855,0,0,0,0,5,0,0,0,0,0,-625,125,-500,0,0,136600,0,0,0,v1801?DCE,NA,NA,0,AMACD,v_5min_para1_1,v_5min_para1_1-AMACD-All_Weather-@172.16.10.125:17103,All_Weather
ZC801?ZCE,SPECULATION,1,1,636.8,0,0,0,0,0,0,1,0,0,0,0,720,720,0,0,64080,0,0,0,ZC801?ZCE,NA,NA,0,AMACD,zc_5min_para1_1,zc_5min_para1_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
ZC801?ZCE,SPECULATION,1,1,636.8,0,0,0,0,0,0,1,0,0,0,0,720,720,0,0,64080,0,0,0,ZC801?ZCE,NA,NA,0,AMACD,zc_5min_para1_1,zc_5min_para1_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
ZC801?ZCE,SPECULATION,2,2,636.8,0,0,0,0,0,0,2,0,0,0,0,1440,1440,0,0,128160,0,0,0,ZC801?ZCE,NA,NA,0,AMACD,zc_5min_para1_1,zc_5min_para1_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
al1711?SHF,SPECULATION,0,0,0,2,2,16375,0,0,2,0,0,0,0,-1200,0,-1200,0,0,-164950,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para1_1,al_5min_para1_1-AMACD-steady_return-@172.16.10.119:17103,steady_return
al1711?SHF,SPECULATION,0,0,0,1,1,16430,0,0,1,0,0,0,0,-325,0,-325,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para1_1,al_5min_para1_1-AMACD-All_Weather-@172.16.10.125:17103,All_Weather
al1711?SHF,SPECULATION,0,0,0,1,1,16400,0,0,1,0,0,0,0,-475,0,-475,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para1_1,al_5min_para1_1-AMACD-All_Weather_1-@172.16.10.182:17103,All_Weather_1
al1711?SHF,SPECULATION,0,0,0,1,1,16400,0,0,1,0,0,0,0,-475,0,-475,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para1_1,al_5min_para1_1-AMACD-All_Weather_2-@172.16.10.182:17103,All_Weather_2
al1711?SHF,SPECULATION,0,0,0,1,1,16400,0,0,1,0,0,0,0,-475,0,-475,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,AMACD,al_5min_para1_1,al_5min_para1_1-AMACD-All_Weather_3-@172.16.10.182:17103,All_Weather_3
bu1712?SHF,SPECULATION,0,0,0,1,1,2604,0,0,0,0,1,0,0,0,-80,-80,0,0,-25100,0,0,0,bu1712?SHF,NA,NA,0,AMASkew,bu_30min_para1,bu_30min_para1-AMASkew-All_Weather_1-@172.16.10.182:17103,All_Weather_1
bu1712?SHF,SPECULATION,0,0,0,2,2,2604,0,0,0,0,2,0,0,0,-160,-160,0,0,-50200,0,0,0,bu1712?SHF,NA,NA,0,AMASkew,bu_30min_para1,bu_30min_para1-AMASkew-All_Weather_2-@172.16.10.182:17103,All_Weather_2
bu1712?SHF,SPECULATION,0,0,0,2,2,2604,0,0,0,0,2,0,0,0,-160,-160,0,0,-50200,0,0,0,bu1712?SHF,NA,NA,0,AMASkew,bu_30min_para1,bu_30min_para1-AMASkew-All_Weather_3-@172.16.10.182:17103,All_Weather_3
bu1712?SHF,SPECULATION,0,0,0,5,5,52.08,0,0,0,0,5,0,0,0,-400,-400,0,0,-125500,0,0,0,bu1712?SHF,NA,NA,0,AMASkew,bu_30min_para1,bu_30min_para1-AMASkew-steady_return-@172.16.10.119:17103,steady_return
rb1801?SHF,SPECULATION,7,7,3641,0,0,0,0,0,0,7,0,0,0,0,4480,4480,0,0,257460,0,0,0,rb1801?SHF,NA,NA,0,AMASkew,rb_5min_para1,rb_5min_para1-AMASkew-All_Weather_1-@172.16.10.182:17103,All_Weather_1
rb1801?SHF,SPECULATION,14,14,3641,0,0,0,0,0,0,14,0,0,0,0,8960,8960,0,0,514920,0,0,0,rb1801?SHF,NA,NA,0,AMASkew,rb_5min_para1,rb_5min_para1-AMASkew-All_Weather_2-@172.16.10.182:17103,All_Weather_2
rb1801?SHF,SPECULATION,14,14,3641,0,0,0,0,0,0,14,0,0,0,0,8960,8960,0,0,514920,0,0,0,rb1801?SHF,NA,NA,0,AMASkew,rb_5min_para1,rb_5min_para1-AMASkew-All_Weather_3-@172.16.10.182:17103,All_Weather_3
rb1801?SHF,SPECULATION,26,26,3642,0,0,0,0,0,0,26,0,0,0,0,16640,16640,0,0,956280,0,0,0,rb1801?SHF,NA,NA,0,AMASkew,rb_5min_para1,rb_5min_para1-AMASkew-steady_return-@172.16.10.119:17103,steady_return
rb1801?SHF,SPECULATION,7,7,3643,0,0,0,0,0,0,7,0,0,0,0,4480,4480,0,0,257460,0,0,0,rb1801?SHF,NA,NA,0,AMASkew,rb_5min_para1,rb_5min_para1-AMASkew-All_Weather-@172.16.10.125:17103,All_Weather
ag1712?SHF,SPECULATION,1,1,3883,0,0,0,0,1,0,0,0,0,0,15,0,15,0,0,58260,0,0,0,ag1712?SHF,NA,NA,0,BollingerBandReversion,ag_5min_para1,ag_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
ag1712?SHF,SPECULATION,1,1,3883,0,0,0,0,1,0,0,0,0,0,15,0,15,0,0,58260,0,0,0,ag1712?SHF,NA,NA,0,BollingerBandReversion,ag_5min_para1,ag_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
ag1712?SHF,SPECULATION,1,1,3883,0,0,0,0,1,0,0,0,0,0,15,0,15,0,0,58260,0,0,0,ag1712?SHF,NA,NA,0,BollingerBandReversion,ag_5min_para1,ag_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
ag1712?SHF,SPECULATION,3,3,3883,0,0,0,0,3,0,0,0,0,0,45,0,45,0,0,174780,0,0,0,ag1712?SHF,NA,NA,0,BollingerBandReversion,ag_5min_para1,ag_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
ag1712?SHF,SPECULATION,0,0,0,1,1,3889,0,2,2,0,0,0,0,210,510,720,0,0,-58260,0,0,0,ag1712?SHF,NA,NA,0,BollingerBandReversion,ag_5min_para1,ag_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
al1711?SHF,SPECULATION,0,0,0,1,1,16480,0,2,4,0,0,0,0,-150,-75,-225,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,BollingerBandReversion,al_5min_para1,al_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
al1711?SHF,SPECULATION,0,0,0,1,1,16480,0,2,4,0,0,0,0,-150,-75,-225,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,BollingerBandReversion,al_5min_para1,al_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
al1711?SHF,SPECULATION,0,0,0,1,1,16480,0,2,4,0,0,0,0,-150,-75,-225,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,BollingerBandReversion,al_5min_para1,al_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
al1711?SHF,SPECULATION,0,0,0,2,2,16480,0,4,9,0,0,0,0,-775,-225,-1000,0,0,-164950,0,0,0,al1711?SHF,NA,NA,0,BollingerBandReversion,al_5min_para1,al_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
al1711?SHF,SPECULATION,0,0,0,1,1,16475,0,2,4,0,0,0,0,-300,-75,-375,0,0,-82475,0,0,0,al1711?SHF,NA,NA,0,BollingerBandReversion,al_5min_para1,al_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
hc1801?SHF,SPECULATION,0,0,0,1,1,3916,0,1,1,0,0,0,0,390,-730,-340,0,0,-39190,0,0,0,hc1801?SHF,NA,NA,0,BollingerBandReversion,hc_5min_para2,hc_5min_para2-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
hc1801?SHF,SPECULATION,0,0,0,1,1,3916,0,1,1,0,0,0,0,390,-730,-340,0,0,-39190,0,0,0,hc1801?SHF,NA,NA,0,BollingerBandReversion,hc_5min_para2,hc_5min_para2-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
hc1801?SHF,SPECULATION,0,0,0,1,1,3916,0,1,1,0,0,0,0,390,-730,-340,0,0,-39190,0,0,0,hc1801?SHF,NA,NA,0,BollingerBandReversion,hc_5min_para2,hc_5min_para2-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
hc1801?SHF,SPECULATION,0,0,0,3,3,3893,0,3,3,0,0,0,0,480,-2190,-1710,0,0,-117570,0,0,0,hc1801?SHF,NA,NA,0,BollingerBandReversion,hc_5min_para2,hc_5min_para2-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
hc1801?SHF,SPECULATION,0,0,0,1,1,3915,0,1,1,0,0,0,0,370,-730,-360,0,0,-39190,0,0,0,hc1801?SHF,NA,NA,0,BollingerBandReversion,hc_5min_para2,hc_5min_para2-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
i1801?DCE,SPECULATION,1,1,467.5,0,0,0,0,0,0,1,0,0,0,0,900,900,0,0,47350,0,0,0,i1801?DCE,NA,NA,0,BollingerBandReversion,i_5min_para1,i_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
i1801?DCE,SPECULATION,2,2,467.5,0,0,0,0,0,0,2,0,0,0,0,1800,1800,0,0,94700,0,0,0,i1801?DCE,NA,NA,0,BollingerBandReversion,i_5min_para1,i_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
i1801?DCE,SPECULATION,2,2,467.5,0,0,0,0,0,0,2,0,0,0,0,1800,1800,0,0,94700,0,0,0,i1801?DCE,NA,NA,0,BollingerBandReversion,i_5min_para1,i_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
i1801?DCE,SPECULATION,2,2,467,0,0,0,0,0,0,2,0,0,0,0,1800,1800,0,0,94700,0,0,0,i1801?DCE,NA,NA,0,BollingerBandReversion,i_5min_para1,i_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
jd1801?DCE,SPECULATION,0,0,0,1,1,4129,0,0,0,0,1,0,0,0,20,20,0,0,-41180,0,0,0,jd1801?DCE,NA,NA,0,BollingerBandReversion,jd_5min_para1,jd_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
jd1801?DCE,SPECULATION,0,0,0,1,1,4129,0,0,0,0,1,0,0,0,20,20,0,0,-41180,0,0,0,jd1801?DCE,NA,NA,0,BollingerBandReversion,jd_5min_para1,jd_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
jd1801?DCE,SPECULATION,0,0,0,1,1,4129,0,0,0,0,1,0,0,0,20,20,0,0,-41180,0,0,0,jd1801?DCE,NA,NA,0,BollingerBandReversion,jd_5min_para1,jd_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
jd1801?DCE,SPECULATION,0,0,0,2,2,4129,0,0,0,0,2,0,0,0,40,40,0,0,-82360,0,0,0,jd1801?DCE,NA,NA,0,BollingerBandReversion,jd_5min_para1,jd_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
m1801?DCE,SPECULATION,1,1,2794,0,0,0,0,0,0,1,0,0,0,0,-40,-40,0,0,27830,0,0,0,m1801?DCE,NA,NA,0,BollingerBandReversion,m_5min_para1,m_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
m1801?DCE,SPECULATION,1,1,2794,0,0,0,0,0,0,1,0,0,0,0,-40,-40,0,0,27830,0,0,0,m1801?DCE,NA,NA,0,BollingerBandReversion,m_5min_para1,m_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
m1801?DCE,SPECULATION,1,1,2794,0,0,0,0,0,0,1,0,0,0,0,-40,-40,0,0,27830,0,0,0,m1801?DCE,NA,NA,0,BollingerBandReversion,m_5min_para1,m_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
m1801?DCE,SPECULATION,0,0,0,2,2,2780,0,0,5,0,0,0,0,-150,-120,-270,0,0,-55660,0,0,0,m1801?DCE,NA,NA,0,BollingerBandReversion,m_5min_para1,m_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
m1801?DCE,SPECULATION,0,0,0,1,1,2780,0,0,2,0,0,0,0,-60,-40,-100,0,0,-27830,0,0,0,m1801?DCE,NA,NA,0,BollingerBandReversion,m_5min_para1,m_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
SM801?ZCE,SPECULATION,0,0,0,5,5,6662,0,0,0,0,5,0,0,0,-400,-400,0,0,-166950,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_15min_para1,sm_15min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
SM801?ZCE,SPECULATION,0,0,0,10,10,6661,0,0,0,0,10,0,0,0,-800,-800,0,0,-333900,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_15min_para1,sm_15min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
SM801?ZCE,SPECULATION,0,0,0,10,10,6660.8,0,0,0,0,10,0,0,0,-800,-800,0,0,-333900,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_15min_para1,sm_15min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
SM801?ZCE,SPECULATION,0,0,0,30,30,6658,0,0,0,0,30,0,0,0,-2400,-2400,0,0,-1001700,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_15min_para1,sm_15min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
SM801?ZCE,SPECULATION,0,0,0,5,5,6672,0,10,10,0,0,0,0,800,-400,400,0,0,-166950,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_15min_para1,sm_15min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
SM801?ZCE,SPECULATION,0,0,0,1,1,6728,0,0,0,0,1,0,0,0,-80,-80,0,0,-33390,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_5min_para1,sm_5min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
SM801?ZCE,SPECULATION,0,0,0,2,2,6728,0,0,0,0,2,0,0,0,-160,-160,0,0,-66780,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_5min_para1,sm_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
SM801?ZCE,SPECULATION,0,0,0,2,2,6728,0,0,0,0,2,0,0,0,-160,-160,0,0,-66780,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_5min_para1,sm_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
SM801?ZCE,SPECULATION,0,0,0,3,3,6730,0,0,0,0,3,0,0,0,-240,-240,0,0,-100170,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_5min_para1,sm_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
SM801?ZCE,SPECULATION,0,0,0,1,1,6728,0,0,0,0,1,0,0,0,-80,-80,0,0,-33390,0,0,0,SM801?ZCE,NA,NA,0,BollingerBandReversion,sm_5min_para1,sm_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
TA801?ZCE,SPECULATION,0,0,0,1,1,5288,0,0,0,0,1,0,0,0,50,50,0,0,-26540,0,0,0,TA801?ZCE,NA,NA,0,BollingerBandReversion,ta_5min_para2,ta_5min_para2-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
TA801?ZCE,SPECULATION,0,0,0,2,2,5288,0,0,0,0,2,0,0,0,100,100,0,0,-53080,0,0,0,TA801?ZCE,NA,NA,0,BollingerBandReversion,ta_5min_para2,ta_5min_para2-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
TA801?ZCE,SPECULATION,0,0,0,2,2,5288,0,0,0,0,2,0,0,0,100,100,0,0,-53080,0,0,0,TA801?ZCE,NA,NA,0,BollingerBandReversion,ta_5min_para2,ta_5min_para2-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
TA801?ZCE,SPECULATION,0,0,0,5,5,211.52,0,0,0,0,5,0,0,0,250,250,0,0,-132700,0,0,0,TA801?ZCE,NA,NA,0,BollingerBandReversion,ta_5min_para2,ta_5min_para2-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
TA801?ZCE,SPECULATION,0,0,0,1,1,5288,0,0,0,0,1,0,0,0,50,50,0,0,-26540,0,0,0,TA801?ZCE,NA,NA,0,BollingerBandReversion,ta_5min_para2,ta_5min_para2-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
j1801?DCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,-200,-950,-1150,0,0,0,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_5min_para1,j_5min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
j1801?DCE,SPECULATION,0,0,0,0,0,0,0,0,1,0,0,0,0,-200,-950,-1150,0,0,0,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_5min_para1,j_5min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
j1801?DCE,SPECULATION,0,0,0,1,1,2013,0,0,2,0,0,0,0,5400,-950,4450,0,0,-198600,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_5min_para1,j_5min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
j1801?DCE,SPECULATION,0,0,0,1,1,2012.5,0,0,2,0,0,0,0,5300,-950,4350,0,0,-198600,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_5min_para1,j_5min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
p1801?DCE,SPECULATION,1,1,5600,0,0,0,0,0,0,1,0,0,0,0,320,320,0,0,56380,0,0,0,p1801?DCE,NA,NA,0,BollingerBandReversion,p_15min_para1,p_15min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
p1801?DCE,SPECULATION,1,1,5600,0,0,0,0,0,0,1,0,0,0,0,320,320,0,0,56380,0,0,0,p1801?DCE,NA,NA,0,BollingerBandReversion,p_15min_para1,p_15min_para1-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
p1801?DCE,SPECULATION,2,2,5600,0,0,0,0,0,0,2,0,0,0,0,640,640,0,0,112760,0,0,0,p1801?DCE,NA,NA,0,BollingerBandReversion,p_15min_para1,p_15min_para1-BollingerBandReversion-steady_return-@172.16.10.119:17103,steady_return
p1801?DCE,SPECULATION,0,0,0,1,1,5608,0,0,0,0,1,0,0,0,-320,-320,0,0,-56380,0,0,0,p1801?DCE,NA,NA,0,BollingerBandReversion,p_15min_para1,p_15min_para1-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
RM801?ZCE,SPECULATION,1,1,2156,0,0,0,0,0,0,1,0,0,0,0,-10,-10,0,0,22430,0,0,0,RM801?ZCE,NA,NA,0,BollingerBandReversion,rm_5min_para2,rm_5min_para2-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
RM801?ZCE,SPECULATION,1,1,2156,0,0,0,0,0,0,1,0,0,0,0,-10,-10,0,0,22430,0,0,0,RM801?ZCE,NA,NA,0,BollingerBandReversion,rm_5min_para2,rm_5min_para2-BollingerBandReversion-All_Weather_3-@172.16.10.182:17103,All_Weather_3
RM801?ZCE,SPECULATION,1,1,2225,0,0,0,0,1,0,0,0,0,0,180,0,180,0,0,22430,0,0,0,RM801?ZCE,NA,NA,0,BollingerBandReversion,rm_5min_para2,rm_5min_para2-BollingerBandReversion-All_Weather-@172.16.10.125:17103,All_Weather
j1801?DCE,SPECULATION,1,1,1991,0,0,0,0,1,0,0,0,0,0,-500,0,-500,0,0,198600,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_15min_para1,j_15min_para1-BollingerBandReversion-All_Weather_1-@172.16.10.182:17103,All_Weather_1
j1801?DCE,SPECULATION,1,1,1991,0,0,0,0,1,0,0,0,0,0,-500,0,-500,0,0,198600,0,0,0,j1801?DCE,NA,NA,0,BollingerBandReversion,j_15min_para1,j_15min_para1-BollingerBandReversion-All_Weather_2-@172.16.10.182:17103,All_Weather_2
